stu_id,strat_id,psu,bys87a,bys87c,bys87f,bys89a,bys89b,bys89l,bys89r,bys89u,f1s18a,f1s18b,f1s18c,f1s18d,f1s18e,bys70a,bys70b,bys70c,bys70d,bystlang,bytm12b,bysex,byrace_r,byses2qu,f3onet2curr,f3onet6curr,f3bytscwt,school
171109,171,1,2,3,3,3,3,-9,-9,-9,3,3,3,3,3,-3,-3,-3,-3,1,0,1,-5,2,-4,-5,0,1711
171110,171,1,-9,-9,3,-9,-9,-9,-9,-9,-4,-4,-4,-4,-4,-3,-3,-3,-3,1,0,1,-5,2,-4,-5,0,1711
171111,171,1,-9,-9,-9,-9,-9,3,3,-9,2,1,1,3,2,-3,-3,-3,-3,1,-3,1,-5,3,-4,-5,0,1711
171112,171,1,2,3,1,4,4,4,3,3,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,1,-5,3,51,-5,779.6393,1711
171113,171,1,-9,-9,3,-9,-9,-9,-9,-9,3,2,2,3,3,-3,-3,-3,-3,1,0,1,-5,1,-4,-5,0,1711
171114,171,1,-4,-4,-4,-4,-4,-4,-4,-4,-8,-8,-8,-8,-8,-4,-4,-4,-4,-4,-4,-4,-5,-4,47,-5,714.3145,1711
171115,171,1,-9,-9,-9,-9,-9,-9,-9,-9,3,2,3,4,4,-3,-3,-3,-3,1,0,2,-5,1,25,-5,554.2821,1711
171116,171,1,2,2,2,3,3,3,3,3,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,2,-5,1,25,-5,535.0654,1711
171117,171,1,3,3,4,4,2,2,-9,-9,3,2,2,3,4,-3,-3,-3,-3,1,0,1,-5,3,-8,-5,0,1711
171118,171,1,3,3,2,1,1,1,1,2,1,1,1,2,2,-3,-3,-3,-3,1,-3,2,-5,4,43,-5,545.2489,1711
171119,171,1,2,3,3,2,2,2,2,2,2,2,2,2,2,-3,-3,-3,-3,1,0,2,-5,1,41,-5,536.4222,1711
171120,171,1,3,3,2,2,2,2,3,2,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,2,-5,2,41,-5,795.103,1711
171201,171,2,2,3,2,2,2,2,2,2,1,1,2,2,2,-3,-3,-3,-3,1,-3,2,-5,2,39,-5,486.4899,1712
171202,171,2,-6,3,3,2,2,2,2,2,1,2,2,2,3,-3,-3,-3,-3,1,0,2,-5,2,43,-5,496.6367,1712
171203,171,2,1,2,2,4,4,4,4,4,4,4,4,4,4,-3,-3,-3,-3,1,-3,1,-5,4,27,-5,454.3992,1712
171204,171,2,-9,-9,-9,-9,-9,-9,1,-9,-4,-4,-4,-4,-4,1,1,1,1,0,0,1,-5,2,41,-5,1211.4951,1712
171205,171,2,3,4,1,2,2,1,2,2,2,1,1,2,2,-3,-3,-3,-3,1,0,1,-5,3,15,-5,466.4822,1712
171206,171,2,2,4,2,1,1,1,3,3,2,1,1,2,2,-3,-3,-3,-3,1,0,1,-5,1,53,-5,530.5472,1712
171207,171,2,4,4,4,2,1,2,2,2,2,1,1,2,3,-3,-3,-3,-3,1,0,1,-5,4,37,-5,463.6406,1712
171208,171,2,2,3,2,4,3,3,3,3,3,3,3,3,4,-3,-3,-3,-3,1,0,1,-5,2,41,-5,519.1625,1712
171209,171,2,3,3,2,2,2,2,3,2,2,2,3,3,4,-3,-3,-3,-3,1,-4,2,-5,4,19,-5,409.6416,1712
171210,171,2,-9,-9,-9,-9,-9,2,2,-9,4,4,4,4,4,-3,-3,-3,-3,1,0,2,-5,4,-9,-5,431.0529,1712
171211,171,2,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,3,2,-3,-3,-3,-3,1,-3,1,-5,2,55,-5,459.5916,1712
171212,171,2,3,3,3,2,2,1,3,3,3,2,2,3,4,-3,-3,-3,-3,1,-3,2,-5,4,25,-5,443.4881,1712
171214,171,2,3,3,3,2,2,2,2,2,2,2,2,2,3,-3,-3,-3,-3,1,-3,2,-5,4,25,-5,436.846,1712
171216,171,2,3,3,3,4,4,4,4,4,4,4,4,4,4,-3,-3,-3,-3,1,-3,2,-5,4,49,-5,148.15,1712
171217,171,2,3,2,3,4,4,4,4,4,2,2,3,2,3,-3,-3,-3,-3,1,-4,1,-5,3,13,-5,585.5102,1712
171218,171,2,2,1,1,3,3,3,3,3,1,3,3,1,3,-3,-3,-3,-3,1,-3,2,-5,4,15,-5,416.5542,1712
171219,171,2,2,-9,1,-9,-9,-9,-9,-9,2,1,1,3,3,-3,-3,-3,-3,1,-3,2,-5,4,11,-5,457.284,1712
171220,171,2,-9,-9,-9,-9,-9,-9,-9,-9,2,2,3,3,4,-3,-3,-3,-3,1,0,2,-5,1,-4,-5,0,1712
171221,171,2,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,1,-5,4,-8,-5,0,1712
171222,171,2,3,3,3,2,2,2,2,2,2,2,2,2,2,-3,-3,-3,-3,1,-3,2,-5,4,33,-5,422.701,1712
172103,172,1,3,3,2,3,1,4,3,4,3,2,3,3,3,-3,-3,-3,-3,1,0,1,-5,1,-8,-5,0,1721
172104,172,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,2,-5,-8,-3,-5,274.2155,1721
172105,172,1,4,4,4,2,1,1,1,1,1,1,1,1,1,-3,-3,-3,-3,1,-3,1,-5,2,37,-5,305.7259,1721
172106,172,1,4,4,4,2,2,2,4,3,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,2,-5,1,29,-5,585.2042,1721
172107,172,1,3,3,3,2,2,2,3,4,2,3,1,3,2,-3,-3,-3,-3,1,0,1,-5,2,47,-5,288.9444,1721
172108,172,1,2,3,3,2,2,3,3,3,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,1,-5,4,47,-5,337.3781,1721
172109,172,1,1,2,2,1,1,2,-9,1,2,2,2,3,3,-3,-3,-3,-3,1,0,1,-5,1,-4,-5,0,1721
172110,172,1,-7,-7,-7,-7,-7,-7,-7,-7,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,2,-5,3,11,-5,427.3584,1721
172111,172,1,3,4,4,2,1,1,2,2,2,2,3,3,2,1,1,1,1,0,-3,2,-5,2,39,-5,0,1721
172112,172,1,2,3,3,2,2,2,3,3,3,2,2,3,2,-3,-3,-3,-3,1,-3,1,-5,3,-4,-5,0,1721
172113,172,1,3,3,3,2,3,3,3,4,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,1,-5,3,13,-5,477.9531,1721
172115,172,1,3,3,3,2,1,1,2,2,2,2,2,3,2,-3,-3,-3,-3,1,-3,2,-5,4,35,-5,256.8335,1721
172117,172,1,2,3,2,1,1,2,1,1,2,2,1,3,1,-3,-3,-3,-3,1,-3,1,-5,2,51,-5,332.5812,1721
172118,172,1,-9,-9,-9,-9,-9,-9,-9,-9,2,2,3,4,3,-3,-3,-3,-3,1,-3,2,-5,3,25,-5,266.2573,1721
172119,172,1,1,1,1,3,3,4,4,4,-4,-4,-4,-4,-4,-3,-3,-3,-3,1,0,2,-5,4,13,-5,322.2661,1721
172120,172,1,2,2,2,4,4,3,3,3,4,4,4,4,4,-3,-3,-3,-3,1,-3,2,-5,1,-4,-5,0,1721
172201,172,2,3,3,2,2,2,2,2,2,3,4,4,4,3,-3,-3,-3,-3,1,-3,2,-5,3,11,-5,244.765,1722
172204,172,2,-4,-4,-4,-4,-4,-4,-4,-4,-8,-8,-8,-8,-8,-4,-4,-4,-4,-4,-4,-4,-5,-4,35,-5,614.5052,1722
172205,172,2,2,3,3,4,4,4,4,4,2,2,2,3,2,-3,-3,-3,-3,1,-3,1,-5,3,25,-5,272.6963,1722
172207,172,2,3,3,3,4,4,4,4,4,3,3,3,3,3,-3,-3,-3,-3,1,0,1,-5,2,51,-5,250.9168,1722
172209,172,2,3,4,4,3,2,2,3,2,-4,-4,-4,-4,-4,-3,-3,-3,-3,1,-3,2,-5,3,35,-5,234.9387,1722
172210,172,2,2,2,2,2,2,2,2,3,4,2,2,4,3,-3,-3,-3,-3,1,-3,2,-5,4,25,-5,228.3546,1722
172211,172,2,3,4,4,4,1,1,2,2,2,2,2,2,2,-3,-3,-3,-3,1,-3,2,-5,1,29,-5,232.1577,1722
172212,172,2,-7,-7,-7,-7,-7,-7,-7,-7,3,3,3,3,3,-3,-3,-3,-3,1,-3,1,-5,1,19,-5,266.4805,1722
172213,172,2,-9,-9,-9,-9,-9,-9,-9,-9,4,4,4,4,4,-3,-3,-3,-3,1,-3,1,-5,4,-4,-5,0,1722
172214,172,2,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,1,-5,2,11,-5,276.6755,1722
172215,172,2,1,3,3,3,3,3,3,3,3,2,3,3,4,-3,-3,-3,-3,1,-3,1,-5,2,13,-5,265.6834,1722
172217,172,2,-7,-7,-7,-7,-7,-7,-7,-7,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,1,-5,3,15,-5,246.7975,1722
172218,172,2,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,3,3,-3,-3,-3,-3,1,0,1,-5,1,15,-5,249.6403,1722
172220,172,2,1,1,1,3,3,3,3,3,-8,-8,-8,-8,-8,2,2,3,3,0,-3,2,-5,1,31,-5,135.8003,1722
172221,172,2,3,4,4,2,1,2,2,2,2,2,2,2,2,-3,-3,-3,-3,1,-3,2,-5,3,29,-5,223.0343,1722
172222,172,2,3,3,2,3,2,2,2,2,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,2,-5,3,35,-5,263.0822,1722
172223,172,2,3,3,2,4,3,3,4,4,3,4,4,3,3,-3,-3,-3,-3,1,-3,1,-5,4,55,-5,217.5246,1722
173101,173,1,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,1,-5,4,21,-5,564.5053,1731
173102,173,1,3,3,3,2,2,3,2,3,2,1,2,3,2,-3,-3,-3,-3,1,-3,2,-5,1,-4,-5,0,1731
173103,173,1,2,2,2,4,4,4,4,4,3,3,3,3,3,-3,-3,-3,-3,1,-3,2,-5,2,31,-5,393.8547,1731
173104,173,1,3,2,3,3,3,3,4,3,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,2,-5,3,43,-5,410.2337,1731
173105,173,1,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,3,3,1,2,2,2,0,-3,1,-5,3,37,-5,233.1818,1731
173107,173,1,2,2,2,4,4,3,4,-9,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,1,-5,4,47,-5,779.7376,1731
173108,173,1,-9,-9,-9,-9,-9,-9,-9,-9,-4,-4,-4,-4,-4,-3,-3,-3,-3,1,0,1,-5,1,47,-5,450.3492,1731
173109,173,1,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,2,3,-3,-3,-3,-3,1,-3,1,-5,3,37,-5,414.3175,1731
173111,173,1,1,2,2,3,2,2,3,3,4,4,4,4,4,-3,-3,-3,-3,1,0,1,-5,2,55,-5,460.5289,1731
173114,173,1,2,2,3,4,4,4,-9,-9,4,3,4,4,4,-3,-3,-3,-3,1,-3,1,-5,2,41,-5,426.7294,1731
173116,173,1,3,4,4,3,3,-9,-9,-9,2,2,1,2,2,-3,-3,-3,-3,1,-3,1,-5,2,47,-5,403.6017,1731
173117,173,1,-9,-9,1,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,2,-5,2,-3,-5,425.8689,1731
173118,173,1,3,3,4,2,1,2,2,2,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,2,-5,2,29,-5,412.3381,1731
173120,173,1,2,2,2,3,3,3,3,3,4,4,4,4,4,-3,-3,-3,-3,1,-3,2,-5,4,11,-5,379.5016,1731
173161,173,1,-8,-8,-8,-8,-8,-8,-8,-8,2,2,2,1,2,-8,-8,-8,-8,-8,-8,-8,-5,-8,41,-5,0,1731
173201,173,2,2,3,1,3,3,3,3,3,3,3,3,3,3,-3,-3,-3,-3,1,-3,1,-5,3,11,-5,331.9402,1732
173202,173,2,2,4,3,2,2,2,2,2,2,2,2,2,2,-3,-3,-3,-3,1,0,2,-5,2,39,-5,117.4297,1732
173203,173,2,2,3,3,2,2,3,2,3,2,2,2,2,2,-3,-3,-3,-3,1,-3,1,-5,4,11,-5,317.4095,1732
173204,173,2,3,3,2,2,1,2,2,2,3,2,2,3,3,-3,-3,-3,-3,1,-3,1,-5,2,49,-5,336.214,1732
173205,173,2,2,3,2,3,3,-9,-9,-9,3,2,2,3,2,-3,-3,-3,-3,1,-3,2,-5,3,39,-5,308.0637,1732
173206,173,2,2,3,3,3,3,-9,-9,-9,4,4,3,4,4,-3,-3,-3,-3,1,0,2,-5,3,31,-5,330.317,1732
173207,173,2,3,3,2,3,3,4,4,4,4,4,4,4,4,-3,-3,-3,-3,1,-3,1,-5,4,19,-5,316.9285,1732
173208,173,2,-9,-9,-9,-9,-9,-9,-9,-9,3,2,2,3,3,-3,-3,-3,-3,1,-3,1,-5,3,49,-5,346.2511,1732
173209,173,2,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-4,1,-5,1,35,-5,366.9531,1732
173210,173,2,2,3,2,3,3,3,3,2,4,4,4,4,4,-3,-3,-3,-3,1,0,1,-5,1,-8,-5,0,1732
173211,173,2,2,3,2,4,4,4,4,4,4,4,3,4,4,-3,-3,-3,-3,1,-3,1,-5,3,41,-5,339.4358,1732
173212,173,2,3,4,4,1,1,1,1,1,3,2,2,3,2,-3,-3,-3,-3,1,-3,2,-5,4,-4,-5,0,1732
173213,173,2,2,2,2,4,4,4,4,3,2,3,3,3,2,-3,-3,-3,-3,1,-3,1,-5,3,-4,-5,0,1732
173214,173,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-3,-3,-3,-3,1,0,1,-5,3,29,-5,323.2589,1732
173216,173,2,1,1,1,3,4,4,4,4,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,1,-5,1,15,-5,388.2625,1732
173217,173,2,3,3,2,2,1,1,2,2,4,3,3,4,4,-3,-3,-3,-3,1,-3,2,-5,2,29,-5,315.5395,1732
173218,173,2,3,3,3,2,2,3,3,3,2,2,2,2,2,-3,-3,-3,-3,1,0,1,-5,4,47,-5,321.2088,1732
173219,173,2,1,2,3,4,3,3,3,3,3,3,3,3,3,-3,-3,-3,-3,1,-3,1,-5,4,43,-5,304.6604,1732
173220,173,2,2,3,2,3,2,2,4,3,3,3,4,4,4,-3,-3,-3,-3,1,-3,1,-5,4,11,-5,327.1479,1732
174101,174,1,3,4,4,1,1,1,1,1,1,1,1,1,1,-3,-3,-3,-3,1,-3,2,-5,4,27,-5,289.0928,1741
174103,174,1,1,1,1,4,4,4,4,4,4,3,4,4,4,-3,-3,-3,-3,1,-3,2,-5,4,11,-5,275.1384,1741
174104,174,1,1,1,1,4,3,4,4,4,2,1,2,3,4,-3,-3,-3,-3,1,-3,1,-5,4,25,-5,298.2326,1741
174106,174,1,4,4,4,2,2,3,2,2,1,2,2,1,2,-3,-3,-3,-3,1,0,1,-5,3,15,-5,337.1406,1741
174107,174,1,3,3,2,4,4,4,4,4,4,4,4,4,4,-3,-3,-3,-3,1,-3,1,-5,4,29,-5,261.3324,1741
174109,174,1,2,2,1,4,4,-9,-9,-9,4,4,4,4,4,-3,-3,-3,-3,1,-3,1,-5,4,15,-5,285.2391,1741
174110,174,1,4,1,1,4,4,4,4,4,3,3,3,3,3,-3,-3,-3,-3,1,-3,1,-5,4,41,-5,307.5258,1741
174111,174,1,1,2,1,4,4,4,4,4,4,4,4,4,4,-3,-3,-3,-3,1,-3,1,-5,4,41,-5,306.0188,1741
174113,174,1,-7,-7,-7,-7,-7,-7,-7,-7,1,1,1,1,1,-3,-3,-3,-3,1,-3,2,-5,3,35,-5,289.8798,1741
174114,174,1,-7,-7,-7,-7,-7,-7,-7,-7,3,3,4,4,3,-3,-3,-3,-3,1,-3,2,-5,2,29,-5,292.6601,1741
174116,174,1,2,3,3,3,2,2,3,2,1,1,2,2,2,-3,-3,-3,-3,1,-3,1,-5,4,49,-5,339.795,1741
174117,174,1,3,3,3,2,2,2,3,3,2,2,2,3,3,-3,-3,-3,-3,1,-3,2,-5,2,43,-5,279.8772,1741
174118,174,1,4,4,4,1,1,2,2,2,2,2,3,2,3,-3,-3,-3,-3,1,-3,2,-5,4,29,-5,296.0289,1741
174119,174,1,-7,-7,-7,-7,-7,-7,-7,-7,4,3,4,4,4,-3,-3,-3,-3,1,-3,1,-5,4,43,-5,300.2817,1741
174120,174,1,2,3,3,2,3,3,2,3,3,2,2,3,4,-3,-3,-3,-3,1,-3,1,-5,1,13,-5,349.8334,1741
174121,174,1,3,3,3,4,4,4,4,4,2,2,2,2,2,-3,-3,-3,-3,1,-3,1,-5,3,43,-5,31.115,1741
174122,174,1,2,1,1,4,3,4,3,4,3,2,3,3,2,-3,-3,-3,-3,1,-3,2,-5,4,31,-5,55.5608,1741
174123,174,1,3,3,3,2,1,1,2,2,1,1,2,2,1,-3,-3,-3,-3,1,-3,2,-5,2,41,-5,297.0897,1741
174124,174,1,1,1,1,3,3,3,3,3,3,2,2,3,2,-3,-3,-3,-3,1,-3,1,-5,2,53,-5,339.1883,1741
174125,174,1,3,3,2,3,3,3,4,4,2,2,2,4,4,-3,-3,-3,-3,1,-3,2,-5,2,39,-5,294.6896,1741
174201,174,2,-9,-9,-9,-9,-9,-9,-9,-9,2,3,2,2,2,-3,-3,-3,-3,1,0,1,-5,2,53,-5,207.3197,1742
174202,174,2,2,2,1,4,4,4,4,4,3,2,2,4,3,-3,-3,-3,-3,1,-3,2,-5,3,11,-5,153.1043,1742
174203,174,2,2,2,2,2,2,2,2,2,2,2,2,3,3,-3,-3,-3,-3,1,-3,1,-5,4,13,-5,164.3213,1742
174204,174,2,3,3,3,2,2,2,1,1,2,4,4,2,4,-3,-3,-3,-3,1,0,1,-5,2,49,-5,188.1892,1742
174205,174,2,1,1,1,4,3,3,3,3,4,3,3,4,4,-3,-3,-3,-3,1,-3,2,-5,3,29,-5,147.7712,1742
174206,174,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-4,1,-5,-8,49,-5,202.2887,1742
174207,174,2,1,3,2,2,2,2,2,2,2,2,2,3,2,-3,-3,-3,-3,1,-3,2,-5,2,33,-5,166.8358,1742
174208,174,2,3,3,3,3,3,3,4,4,3,2,4,3,2,-3,-3,-3,-3,1,0,1,-5,1,11,-5,172.8234,1742
174210,174,2,2,2,2,2,2,2,2,2,3,2,2,2,3,-3,-3,-3,-3,1,0,1,-5,1,53,-5,162.839,1742
174211,174,2,3,3,3,4,3,2,3,3,3,2,2,3,3,-3,-3,-3,-3,1,-3,2,-5,3,43,-5,149.9133,1742
174212,174,2,2,3,2,2,2,2,2,2,2,2,2,3,2,-3,-3,-3,-3,1,1,1,-5,2,-3,-5,174.0277,1742
174213,174,2,2,4,3,4,2,4,4,4,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,1,-5,2,11,-5,202.9485,1742
174214,174,2,3,4,4,2,1,1,1,1,2,2,2,3,2,-3,-3,-3,-3,1,0,2,-5,4,25,-5,145.236,1742
174215,174,2,4,4,2,2,3,2,2,2,2,1,1,2,2,-3,-3,-3,-3,1,-3,2,-5,2,43,-5,165.0643,1742
174216,174,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-4,2,-5,-8,-4,-5,0,1742
174217,174,2,4,4,3,2,1,2,2,2,2,2,3,3,3,-3,-3,-3,-3,1,-4,2,-5,3,-4,-5,0,1742
174218,174,2,4,4,4,2,2,2,2,2,2,1,2,1,1,-3,-3,-3,-3,1,0,2,-5,3,-4,-5,0,1742
174219,174,2,2,2,2,4,4,4,4,4,3,3,3,4,3,-3,-3,-3,-3,1,-3,1,-5,4,33,-5,150.2923,1742
174220,174,2,2,3,3,2,2,2,2,2,2,2,1,2,1,-3,-3,-3,-3,1,0,1,-5,2,51,-5,180.1841,1742
174221,174,2,3,3,2,2,2,2,2,2,2,2,2,3,2,-3,-3,-3,-3,1,0,2,-5,3,41,-5,149.2911,1742
174222,174,2,2,3,3,3,3,3,3,3,2,2,2,2,2,-3,-3,-3,-3,1,-3,2,-5,2,43,-5,151.6007,1742
174223,174,2,1,1,1,4,4,4,4,4,4,4,4,4,4,-3,-3,-3,-3,1,-3,1,-5,3,31,-5,165.2682,1742
174224,174,2,2,2,2,3,4,4,4,4,2,1,1,2,2,-3,-3,-3,-3,1,-3,1,-5,2,35,-5,168.5332,1742
174225,174,2,3,3,3,2,2,3,3,3,2,2,2,3,3,-3,-3,-3,-3,1,0,2,-5,2,43,-5,59.1955,1742
174226,174,2,3,4,4,2,2,2,2,2,1,1,1,2,2,-3,-3,-3,-3,1,0,1,-5,2,39,-5,168.1828,1742
174227,174,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,0,0,1,-5,4,47,-5,159.9027,1742
174228,174,2,3,3,3,2,2,2,2,2,2,2,2,3,2,-3,-3,-3,-3,1,0,2,-5,2,-4,-5,0,1742
174229,174,2,3,3,3,3,3,3,3,3,2,2,2,3,2,-3,-3,-3,-3,1,-3,1,-5,3,53,-5,155.6674,1742
174230,174,2,-9,-9,-9,-9,-9,-9,-9,-9,2,1,1,2,2,-3,-3,-3,-3,1,0,1,-5,2,-4,-5,0,1742
174231,174,2,3,3,2,2,2,2,2,2,2,2,2,2,2,-3,-3,-3,-3,1,0,2,-5,2,29,-5,148.9259,1742
174232,174,2,4,4,4,3,3,3,3,3,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,1,-5,2,53,-5,195.1454,1742
174234,174,2,4,4,4,1,1,1,1,1,1,1,1,1,1,-3,-3,-3,-3,1,0,2,-5,2,31,-5,150.2686,1742
175101,175,1,1,3,4,1,1,2,2,2,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,2,-5,3,43,-5,319.8843,1751
175103,175,1,1,3,1,4,4,4,4,4,3,3,3,2,2,-3,-3,-3,-3,1,-3,1,-5,4,-4,-5,0,1751
175105,175,1,1,1,1,-9,-9,1,1,-9,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,1,-5,4,-4,-5,0,1751
175111,175,1,2,3,3,2,2,2,2,2,2,2,2,2,3,-3,-3,-3,-3,1,-4,1,-5,2,51,-5,415.3824,1751
175112,175,1,4,4,4,2,2,2,2,2,-4,-4,-4,-4,-4,-3,-3,-3,-3,1,-4,1,-5,2,-4,-5,0,1751
175114,175,1,3,4,3,2,2,2,2,2,1,1,1,1,1,-3,-3,-3,-3,1,-3,1,-5,3,11,-5,328.581,1751
175116,175,1,3,3,3,2,1,2,2,2,-4,-4,-4,-4,-4,-3,-3,-3,-3,1,0,2,-5,1,43,-5,288.7239,1751
175117,175,1,2,3,4,2,3,3,3,3,1,1,1,1,1,1,1,1,1,0,-3,2,-5,4,-3,-5,109.1986,1751
175118,175,1,1,1,1,3,4,3,4,4,2,2,2,2,2,-3,-3,-3,-3,1,-3,2,-5,4,25,-5,255.9965,1751
175119,175,1,4,4,4,1,1,1,1,1,1,1,1,1,1,-3,-3,-3,-3,1,0,2,-5,4,35,-5,312.4643,1751
175120,175,1,1,1,2,2,3,4,3,3,2,3,3,1,2,-3,-3,-3,-3,1,0,1,-5,3,-4,-5,0,1751
175121,175,1,3,3,3,2,2,2,2,2,2,3,1,2,4,-3,-3,-3,-3,1,0,1,-5,2,11,-5,347.007,1751
175122,175,1,1,1,2,2,1,2,4,3,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,1,-5,1,-4,-5,0,1751
175123,175,1,2,2,2,4,3,3,3,4,3,3,3,3,3,-3,-3,-3,-3,1,0,1,-5,4,33,-5,311.74,1751
175125,175,1,2,2,1,3,3,3,4,3,2,1,2,2,2,-3,-3,-3,-3,1,-3,2,-5,4,25,-5,329.2735,1751
175201,175,2,3,3,3,2,1,2,3,3,3,2,2,3,3,-3,-3,-3,-3,1,0,2,-5,3,11,-5,213.4385,1752
175202,175,2,3,4,3,2,2,2,2,2,2,2,2,3,3,-3,-3,-3,-3,1,0,2,-5,3,41,-5,207.4092,1752
175203,175,2,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,2,-5,1,43,-5,223.6455,1752
175204,175,2,3,4,3,4,4,4,4,4,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,1,-5,3,11,-5,0,1752
175205,175,2,3,3,3,2,1,1,2,2,2,2,2,2,2,-3,-3,-3,-3,1,0,2,-5,3,35,-5,204.0984,1752
175206,175,2,2,2,3,2,3,4,3,3,-8,-8,-8,-8,-8,1,1,1,1,0,-4,2,-5,4,15,-5,93.58,1752
175207,175,2,2,3,2,3,3,3,4,4,2,2,2,2,2,-3,-3,-3,-3,1,-3,1,-5,2,53,-5,221.5324,1752
175208,175,2,-9,-9,-9,-9,-9,-9,-9,-9,3,2,3,4,4,-3,-3,-3,-3,1,0,2,-5,1,41,-5,221.0923,1752
175209,175,2,3,2,2,4,3,3,3,3,3,3,3,4,4,-3,-3,-3,-3,1,-4,2,-5,4,29,-5,193.7286,1752
175211,175,2,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,1,-5,1,51,-5,240.0897,1752
175213,175,2,-9,-9,-9,-9,-9,-9,-9,-9,2,1,1,1,2,-3,-3,-3,-3,1,0,1,-5,2,37,-5,231.1141,1752
175214,175,2,3,3,3,2,1,-9,-9,-9,2,3,2,3,2,-3,-3,-3,-3,1,-4,1,-5,3,53,-5,218.2761,1752
175215,175,2,2,3,2,1,1,1,1,2,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,2,-5,4,31,-5,214.0865,1752
175216,175,2,3,2,2,4,4,4,4,4,4,3,3,4,4,-3,-3,-3,-3,1,-3,1,-5,4,-4,-5,0,1752
175217,175,2,3,2,3,2,3,2,2,3,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,0,1,-5,3,37,-5,201.7374,1752
175218,175,2,4,4,4,1,1,1,1,1,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-4,1,-5,3,35,-5,236.1117,1752
175219,175,2,3,1,1,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-3,-3,-3,-3,1,-3,1,-5,1,-4,-5,0,1752
175220,175,2,2,1,1,-9,-9,-9,-9,-9,3,3,3,3,3,-3,-3,-3,-3,1,-3,2,-5,2,29,-5,215.8568,1752
175221,175,2,-9,-9,-9,-9,-9,-9,-9,-9,4,2,2,4,3,-3,-3,-3,-3,1,0,1,-5,2,53,-5,226.5609,1752
175222,175,2,3,3,3,2,2,2,2,2,2,1,2,3,3,-3,-3,-3,-3,1,0,1,-5,2,13,-5,228.5228,1752
176101,176,1,2,1,1,-9,3,2,3,3,3,2,3,3,4,-3,-3,-3,-3,1,0,2,-5,2,43,-5,410.0989,1761
176102,176,1,3,3,2,2,1,2,2,2,2,2,2,3,2,1,1,1,1,0,0,2,-5,1,17,-5,364.0769,1761
176103,176,1,3,3,2,2,3,2,2,2,2,1,2,3,3,1,1,1,1,0,0,2,-5,1,-4,-5,0,1761
176104,176,1,2,2,2,1,1,-9,1,-9,-4,-4,-4,-4,-4,1,1,1,1,0,-3,1,-5,1,-4,-5,0,1761
176105,176,1,3,4,4,4,4,4,4,4,2,2,2,2,2,-3,-3,-3,-3,1,-3,1,-5,4,29,-5,421.6435,1761
