CASENUM,GENDER,AB34D,ASCIIRT,CSCIIRT,ESCIIRT,GSCIIRT,ISCIIRT,KSCIIRT
4319,2,NA,NA,NA,NA,61.36,65.7,NA
4320,2,2,53.57,NA,NA,NA,45.43,NA
4321,2,NA,NA,NA,NA,76.6,74.8,71.03
4322,1,NA,NA,NA,NA,62.14,69.63,64.62
4323,2,NA,NA,NA,NA,65.6,69.26,69.94
4324,2,NA,NA,NA,NA,62.91,71.01,70.07
4325,1,3,43.48,48.16,NA,42.46,42.58,44.32
4326,1,NA,44.97,49.01,NA,50.31,48.15,60.94
4327,1,NA,NA,NA,NA,63.64,63.45,72.07
4328,2,NA,NA,NA,NA,68.24,76.06,83.46
4329,1,NA,NA,NA,NA,49.03,NA,NA
4330,2,3,57.71,68.29,68.37,74.34,78.59,NA
4331,2,2,30.73,39.09,NA,NA,NA,NA
4332,2,3,63.53,62.21,67.69,NA,NA,NA
4333,2,NA,NA,NA,NA,71.12,73.75,75.35
4334,1,2,51.99,61.54,64.76,67.8,NA,NA
4335,2,1,58.29,62.6,67.95,78.7,NA,75.55
4336,2,NA,NA,NA,NA,52.21,NA,NA
4337,1,2,63.13,NA,57.91,65.13,65.4,NA
4338,1,2,39.45,35.55,NA,NA,NA,NA
4339,2,1,40.24,38.01,NA,NA,NA,NA
4340,2,NA,NA,NA,NA,42.95,NA,NA
4341,2,NA,NA,NA,NA,53.53,NA,NA
4342,2,NA,NA,NA,NA,55.86,74.22,69.51
4343,2,NA,NA,NA,NA,47.68,53.02,50.14
4344,1,NA,NA,NA,NA,65.61,64.21,66.25
4345,1,NA,NA,NA,NA,47.48,NA,NA
4346,1,2,49.05,63.67,69.83,75.36,69.82,63.64
4347,2,2,40.46,37.48,NA,NA,52.32,NA
4348,1,NA,NA,NA,NA,43.56,NA,37.78
4349,2,2,38.13,NA,NA,51.37,NA,NA
4350,1,NA,NA,NA,NA,NA,NA,63.23
4351,2,2,38.75,38.84,NA,NA,NA,NA
4352,2,NA,NA,NA,NA,47.08,51.78,59.26
4353,2,1,46.15,56.98,56.9,59.8,NA,NA
4354,1,2,59.69,64.73,67.25,73.01,74.61,NA
4355,2,2,65.31,65.6,47.05,51.64,56.68,NA
4356,1,3,48.95,59.72,NA,54.26,63.06,60.83
4357,2,2,60.39,67.37,70.7,72.12,72.82,67.16
4358,1,1,45.49,46.09,54.51,NA,NA,NA
4359,1,3,54.38,56.11,62.42,69.81,NA,NA
4360,1,NA,NA,NA,NA,47.86,62.32,58.79
4361,1,1,31.95,55.15,50.23,66.1,NA,NA
4362,2,3,59.15,62.13,69.68,NA,NA,NA
4363,1,1,57.01,60.94,68.87,72.99,75.18,NA
4364,1,NA,NA,NA,NA,47.64,NA,NA
4365,1,3,63.65,71.99,78.29,79.29,80.28,84.83
4366,1,3,58.96,50.18,64.4,73.36,NA,NA
4367,2,NA,NA,NA,NA,59.43,67.16,66.12
4368,2,NA,NA,NA,NA,49.24,NA,NA
4369,2,2,51.98,56.27,60.48,62.29,67.88,NA
4370,1,NA,NA,NA,NA,58.84,58.45,55.34
4371,1,NA,NA,NA,NA,NA,NA,65.13
4372,1,1,50.6,NA,NA,59.59,60.12,NA
4373,1,2,49.88,59,64.56,70.4,64.87,65.08
4374,1,2,49.8,59.89,55.04,62.6,60.59,58.09
4375,2,2,54.4,52.78,NA,NA,NA,NA
4376,1,NA,NA,NA,NA,64.15,NA,NA
4377,2,NA,NA,NA,NA,54.89,48.49,NA
4378,2,NA,NA,NA,NA,67.48,74.55,NA
4379,1,1,50.74,59.25,52.64,45.87,NA,NA
4380,1,NA,NA,NA,NA,69.68,76.56,72.93
4381,2,1,37.62,34.17,32.71,35.54,32.92,NA
4382,1,2,65.59,70.78,75.04,71.07,NA,79.02
4383,1,NA,NA,NA,NA,71.92,73.28,75.35
4384,1,NA,NA,NA,NA,NA,68.52,69.24
4385,1,NA,NA,NA,NA,NA,NA,NA
4386,1,3,62.32,59.69,NA,NA,75.15,NA
4387,2,3,44.39,50.42,58.75,57.48,NA,NA
4388,1,NA,NA,NA,NA,71.37,NA,NA
4389,1,2,51.72,52.86,NA,NA,NA,62.15
4390,1,2,59.12,56.14,64.46,68.54,68.41,74.34
4391,2,NA,NA,NA,NA,60.02,60.67,NA
4392,1,NA,NA,NA,NA,70.2,68.58,NA
4393,2,NA,NA,NA,NA,54.36,NA,NA
4394,2,NA,NA,NA,NA,45.19,48.54,58.7
4395,1,2,45.65,63.2,63.43,66.98,66.98,67.21
4396,2,1,50.2,45.81,47.7,44.97,NA,NA
4397,2,3,70.14,68.54,78.74,81.94,79.26,NA
4398,1,2,41.94,47.16,48.34,46.12,39.37,NA
4399,2,NA,NA,NA,NA,53.09,NA,NA
4400,2,NA,NA,NA,NA,58.18,53.68,56.86
4401,2,1,72.3,55.55,71.4,NA,73.08,NA
4402,2,3,37.06,36.89,40.2,NA,NA,NA
4403,1,NA,NA,NA,NA,56.75,52.1,NA
4404,1,NA,NA,NA,NA,55.2,62.38,69.6
4405,1,1,49.24,NA,38.34,47.65,NA,NA
4406,2,2,54,55.6,61.76,61.14,65.63,63.16
4407,1,2,58.09,NA,NA,54.02,NA,NA
4408,1,3,61.21,65.78,70.65,75,76.85,NA
4409,1,NA,NA,NA,NA,57.33,NA,53.46
4410,1,NA,59.36,NA,NA,60.78,NA,NA
4411,2,3,49.16,NA,NA,NA,NA,NA
4412,2,NA,NA,NA,NA,52.64,60.73,NA
4413,1,NA,NA,NA,NA,57.75,64.81,67.3
4414,1,NA,NA,NA,NA,57.4,64.29,NA
4415,1,1,38.73,64.55,NA,NA,54.09,NA
4416,1,1,37.12,46.34,57.45,53.97,51.09,NA
4417,1,NA,52.84,57.61,62.07,68.34,66.26,68.56
4418,1,2,32.67,36.53,40.81,35.12,49.73,NA
4419,1,1,50.2,65.11,70.38,67.09,81.37,NA
4420,1,1,39.06,36.22,41.81,NA,NA,47.73
4421,2,NA,NA,NA,NA,41.39,NA,40.75
4422,1,2,53.84,56.7,NA,NA,52.34,NA
4423,2,2,38.44,NA,NA,NA,NA,NA
4424,1,1,40.91,NA,58.91,59.22,NA,NA
4425,1,1,49.32,62.34,56.8,57.51,59.2,58.7
4426,2,2,64.66,71.37,74.46,74.87,82.33,80.25
4427,1,NA,NA,NA,NA,77.73,80.78,84.12
4428,2,NA,NA,NA,NA,45.23,NA,NA
4429,2,3,64.91,65.73,70.31,73.54,74.78,83.48
4430,2,NA,NA,NA,NA,77.58,77.37,83.84
4431,1,3,48.86,68.65,64.17,65.04,NA,70.61
4432,1,2,56.23,62.68,62.53,61.45,66.42,72.64
4433,1,NA,NA,NA,NA,60.77,64.51,75.38
4434,1,NA,NA,NA,NA,48.24,NA,NA
4435,1,2,50.45,59.42,55.47,NA,64.58,NA
4436,2,NA,NA,NA,NA,67.22,69.6,70.05
4437,1,1,45.93,36.76,56.55,NA,55.99,55.08
4438,2,NA,NA,NA,NA,76.66,78.8,82.82
4439,1,1,50.36,59.22,60.58,65.33,68.65,61.85
4440,1,1,37.36,37.68,36.54,NA,38.59,33.88
4441,1,1,41.06,31.9,36.45,42.1,38.56,36.48
4442,2,NA,NA,NA,NA,60.65,61.64,68.76
4443,2,NA,NA,NA,NA,47.62,NA,41.09
4444,2,NA,NA,NA,NA,42.46,53.94,48.94
4445,1,2,46.86,NA,NA,NA,NA,NA
4446,2,1,33.71,NA,NA,NA,NA,NA
4447,1,2,46.97,57.41,NA,60.84,58.12,NA
4448,2,NA,NA,NA,NA,62.93,66.06,65.86
4449,1,1,49.22,54.84,63.75,59.08,NA,66.91
4450,2,NA,NA,NA,NA,80.09,80.85,90.68
4451,1,2,39.89,50.27,52.59,57.29,62.62,NA
4452,2,2,58.46,58.9,NA,NA,NA,NA
4453,1,NA,NA,NA,NA,66.62,74.18,81.48
4454,1,2,65.65,66.24,71.12,67.11,NA,NA
4455,2,NA,NA,NA,NA,58.48,55.32,63.51
4456,1,2,51.77,55.18,64.48,69.66,73.58,75.71
4457,1,1,38.49,NA,NA,58.84,NA,NA
4458,1,NA,NA,NA,NA,65.54,NA,NA
4459,1,NA,NA,NA,NA,64.53,NA,69.75
4460,1,NA,NA,NA,NA,45.15,NA,59.89
4461,2,1,42.84,51.54,54.21,62.18,58.01,NA
4462,2,NA,NA,NA,NA,54.19,65.82,65.54
4463,2,1,50.19,47.58,57.41,60.43,62.85,57.64
4464,2,3,56.4,63.3,74,76.32,84.32,83.91
4465,1,1,44.87,NA,NA,43.82,NA,NA
4466,2,1,34.9,NA,NA,NA,NA,NA
4467,1,NA,NA,NA,NA,58.04,52.06,53.18
4468,2,3,70.34,72.12,NA,80.71,81.66,75.85
4469,1,NA,NA,NA,NA,73.85,72.28,63.58
4470,1,NA,NA,NA,NA,53.63,66.65,NA
4471,1,1,38.39,NA,NA,NA,NA,NA
4472,1,NA,NA,NA,NA,48.69,57.44,60
4473,2,NA,NA,NA,NA,39.87,NA,NA
4474,2,NA,NA,NA,NA,72.77,76.6,80.86
4475,1,2,56.63,59.68,66.39,NA,66.52,NA
4476,2,1,33.66,34.52,NA,NA,NA,NA
4477,2,NA,NA,NA,NA,65.01,65.12,58.83
4478,2,NA,NA,NA,NA,53.12,59.14,71.5
4479,1,2,75.74,75.94,76.24,74.98,80.72,78.48
4480,2,NA,NA,NA,NA,60.74,NA,NA
4481,1,NA,60.86,61.14,74.18,67.92,76.3,71.61
4482,2,1,48.06,65.69,62.58,NA,NA,NA
4483,2,NA,NA,NA,NA,54.43,NA,65.18
4484,2,NA,NA,NA,NA,59.04,62.91,NA
4485,2,NA,NA,NA,NA,71.89,78.76,77.37
4486,2,2,48.21,50.43,57.29,64.12,55.95,NA
4487,2,NA,NA,NA,NA,NA,NA,NA
4488,1,NA,NA,NA,NA,40.23,NA,NA
4489,2,2,57.9,NA,NA,NA,NA,NA
4490,2,NA,NA,NA,NA,61.57,62.66,57.53
4491,1,1,48.01,53.35,62.69,66.23,60.65,NA
4492,1,NA,NA,NA,NA,37.97,39.83,39.7
4493,1,2,53.73,58.66,59.1,64.05,NA,NA
4494,1,NA,NA,NA,NA,38.91,39.2,43.22
4495,2,NA,NA,NA,NA,79.3,84.42,87.67
4496,1,NA,NA,NA,NA,63.46,65.7,63.32
4497,1,NA,NA,NA,NA,54.86,55.38,50.56
4498,1,NA,NA,NA,NA,42.46,NA,51.08
4499,2,NA,NA,NA,NA,64.63,63.23,62.44
4500,2,1,51.5,NA,40.11,NA,35.59,NA
4501,1,1,36.37,49.76,44.38,NA,56.71,52.13
4502,2,2,42.85,47.01,NA,NA,NA,NA
4503,2,1,60.37,69.53,73.01,78.27,89.37,NA
4504,2,NA,NA,NA,NA,53.29,NA,NA
4505,1,1,41.54,38.98,55.18,61.63,NA,NA
4506,1,NA,48.41,49.93,NA,NA,49.87,66
4507,2,3,61.45,67.43,72.69,77.28,NA,NA
4508,2,NA,NA,NA,NA,60.38,65.42,61.21
4509,1,NA,NA,NA,NA,58.73,54.7,NA
4510,2,3,38.09,72.5,79.47,NA,NA,NA
4511,1,1,42.2,36.61,40.6,40.23,42.56,NA
4512,1,NA,NA,NA,NA,58.98,68.03,63.33
4513,1,NA,NA,NA,NA,57.72,NA,NA
4514,2,3,50.06,NA,NA,NA,NA,NA
4515,1,NA,NA,NA,NA,54.98,NA,NA
4516,2,NA,NA,NA,NA,53.95,52.45,NA
4517,2,NA,NA,NA,NA,67.84,68.12,NA
4518,2,1,42.05,NA,47.78,50.74,NA,NA
4519,1,NA,NA,NA,NA,59.78,60.49,NA
4520,2,3,40.88,61.27,65.46,NA,66.5,NA
4521,2,1,67,62.27,NA,NA,64.14,NA
4522,2,NA,NA,NA,NA,35.01,46.59,43.68
4523,2,2,53.36,53.57,NA,NA,55.15,NA
4524,2,2,32.36,33.15,NA,NA,NA,NA
4525,1,3,51.53,58.35,57.41,57.99,65.71,NA
4526,2,NA,NA,NA,NA,65.83,72.37,75.51
4527,2,NA,NA,NA,NA,53.77,66.19,68.4
4528,1,NA,NA,NA,NA,66.61,69.15,NA
4529,2,NA,NA,NA,NA,42.91,NA,NA
4530,1,NA,NA,NA,NA,40.59,NA,37.35
4531,1,1,45.97,52.89,56.44,57.01,NA,NA
4532,2,3,75.5,70.21,78.98,NA,80.36,NA
4533,2,2,37.47,36.76,45.75,46.95,NA,NA
4534,2,NA,NA,NA,NA,NA,NA,NA
4535,1,2,54.71,49.81,63.41,69.52,73.15,72.43
4536,2,NA,NA,NA,NA,68.62,72.45,77.77
4537,2,NA,NA,NA,NA,NA,63.6,66.16
4538,1,NA,NA,NA,NA,45.11,NA,NA
4539,2,1,61.12,64.92,70.76,79.21,75.14,87.02
4540,1,NA,NA,NA,NA,77.48,82.21,80.63
4541,1,NA,NA,NA,NA,41.34,39.03,45.31
4542,1,NA,NA,NA,NA,65.86,73.08,NA
4543,1,NA,NA,NA,NA,60.44,NA,NA
4544,1,2,59.05,59.99,68.36,62.36,69.14,68.86
4545,2,NA,NA,NA,NA,74.69,NA,NA
4546,2,2,34.73,40.97,NA,34.95,31.1,NA
4547,2,1,43.33,43.79,49.79,51.79,NA,NA
4548,1,NA,NA,NA,NA,72.16,77.89,75.37
4549,2,NA,NA,NA,NA,61.66,62.58,69.59
4550,2,1,40.7,NA,NA,44.54,59.16,NA
4551,2,3,61.95,59.01,77.54,74.59,76.41,NA
4552,1,1,53.59,49.67,48.69,NA,NA,NA
4553,2,NA,NA,NA,NA,49.47,NA,NA
4554,1,1,40.37,51.26,60.55,53.18,NA,57.99
4555,1,NA,NA,NA,NA,64.44,70.94,NA
4556,1,3,55.95,57.09,65.11,NA,60.94,58.91
4557,1,1,36.79,38.18,41.53,NA,54.04,NA
4558,1,1,39.63,40.6,38.75,34.8,38.63,NA
4559,1,1,52.3,53.94,57.7,57.79,67.44,68.26
4560,2,NA,NA,NA,NA,54.17,NA,NA
4561,1,NA,NA,NA,NA,51.65,57.66,57.54
4562,1,1,65.24,73.57,NA,NA,NA,NA
4563,1,NA,NA,NA,NA,57.45,63.76,NA
4564,2,NA,NA,NA,NA,47.08,NA,54.84
4565,1,NA,NA,NA,NA,40.33,55.96,NA
4566,1,1,49.33,51.3,57.2,59.05,55.16,55.78
4567,2,2,53.28,NA,62.89,NA,NA,NA
4568,1,NA,NA,NA,NA,46.89,54.96,58.08
4569,2,3,71.3,75.25,73.1,NA,NA,NA
4570,2,NA,NA,NA,NA,60.92,54.79,NA
4571,1,3,55.03,57.96,63.3,56.54,68.34,NA
4572,2,NA,NA,NA,NA,69,NA,NA
4573,2,3,34.7,28.07,35.69,NA,NA,61.93
4574,1,2,48.59,62.12,57.27,58.25,59.04,64.58
4575,1,NA,NA,NA,NA,79.58,80.78,82.29
4576,1,2,40.67,37.48,42.1,42.37,NA,NA
4577,2,2,64.35,59.58,NA,NA,NA,NA
4578,1,NA,NA,NA,NA,53.45,NA,62.26
4579,2,NA,NA,NA,NA,66.73,71.52,71.77
4580,2,1,59.68,64.61,71.86,NA,78.51,84.78
4581,2,1,67.67,68.68,71.2,72.62,76.71,74.69
4582,2,3,39.28,42.79,54.6,55.47,NA,NA
4583,2,NA,NA,NA,NA,66.56,64.62,75.09
4584,1,1,54.18,62.28,67.39,66.56,68.66,NA
4585,1,NA,NA,NA,NA,45.71,49.39,NA
4586,2,1,35.98,37.42,48.55,41.71,NA,NA
4587,2,2,60.89,62.04,71.73,78.88,78.76,85.82
4588,1,3,63.53,64.06,NA,NA,NA,NA
4589,2,3,57.02,58.65,63.05,73.83,77.59,83.23
4590,1,1,33.11,NA,NA,NA,NA,NA
4591,1,2,46.13,41.86,49.22,46.67,51.51,NA
4592,1,1,50.98,56.93,NA,NA,NA,NA
4593,2,NA,NA,NA,NA,69.03,NA,73.55
4594,2,NA,NA,NA,NA,67.75,70.25,69.41
4595,1,NA,NA,NA,NA,55.32,NA,NA
4596,1,NA,NA,NA,NA,50.19,56.61,62.19
4597,1,2,67.63,74.65,NA,NA,NA,NA
4598,1,NA,NA,NA,NA,64.57,70.26,68.03
4599,2,1,34.46,30.34,36.58,NA,NA,NA
4600,1,NA,NA,NA,NA,56.94,NA,NA
4601,1,NA,NA,NA,NA,66.24,68.47,NA
4602,1,NA,NA,NA,NA,49.16,54.31,62.13
4603,2,2,55.75,53.28,65.78,69.51,68.67,NA
4604,2,3,49.02,50.25,61.84,64.43,61.33,NA
4605,1,NA,NA,NA,NA,NA,NA,NA
4606,2,NA,NA,NA,NA,47.36,NA,NA
4607,2,2,41.27,40.51,NA,37.9,51.04,49.71
4608,2,NA,NA,NA,NA,78.73,82.33,82.15
4609,1,3,57.12,65.02,70.71,76.44,72.74,78.64
4610,1,NA,NA,NA,NA,NA,39.34,57.94
4611,2,3,39.38,37.05,37.51,NA,NA,NA
4612,2,NA,NA,NA,NA,48.83,49.65,64.01
4613,1,NA,NA,NA,NA,50.34,67.53,NA
4614,1,1,51.11,NA,NA,NA,NA,NA
4615,1,1,44.6,49.56,56.32,60.74,61.29,NA
4616,2,3,33.91,40.06,36.57,36.89,NA,38.24
4617,2,2,50.56,54.81,58.83,58.3,62.2,71.15
4618,2,1,40.66,39.83,NA,33.64,NA,NA
4619,1,2,52.43,51.36,51.47,58.75,NA,NA
4620,1,2,34.61,33.9,NA,NA,NA,NA
4621,1,2,58.98,65.97,64.25,69.82,NA,NA
4622,2,NA,NA,NA,NA,69.44,68.02,74.42
4623,1,NA,NA,NA,NA,68.96,74.47,76.83
4624,1,1,59.32,64.01,62.35,NA,NA,NA
4625,2,2,42.51,38.12,35.42,45.37,NA,NA
4626,2,3,49.8,59.98,65.41,70.28,69.15,NA
4627,2,1,38.83,41.85,48.48,49.61,NA,NA
4628,2,NA,NA,NA,NA,47.76,NA,NA
4629,1,NA,NA,NA,NA,59.23,65.92,71.45
4630,2,NA,NA,NA,NA,67.07,75.27,72.56
4631,1,2,42.4,51.77,58.76,62.85,NA,NA
4632,2,1,45.05,NA,NA,NA,NA,NA
4633,2,NA,NA,NA,NA,NA,NA,NA
4634,2,NA,NA,NA,NA,69.36,NA,64.85
4635,1,NA,NA,NA,NA,71.47,74.6,71.25
4636,1,2,56.87,51.31,NA,55.4,NA,NA
4637,1,1,55.51,67.02,NA,72.38,72.25,NA
4638,1,NA,NA,NA,NA,62.93,64.98,70.67
4639,1,NA,NA,NA,NA,72.83,75.46,82.23
4640,2,2,40.16,49.21,57.37,63.09,NA,64.92
4641,1,NA,NA,NA,NA,58.48,58.79,NA
4642,1,NA,NA,NA,NA,40.95,NA,NA
4643,2,NA,NA,NA,NA,58.03,NA,59.82
4644,1,3,47.92,NA,NA,58.41,NA,NA
4645,1,1,44.78,41.8,NA,NA,NA,NA
4646,2,2,44.12,NA,NA,NA,NA,NA
4647,1,NA,NA,NA,NA,48.32,60.72,NA
4648,2,2,60.96,66.57,71.04,69.2,77.93,74.92
4649,2,3,NA,70.55,76.46,76.18,80.85,83.45
4650,2,2,46.1,53.14,70.9,67.4,NA,69.76
4651,1,1,59.18,66.58,NA,NA,NA,NA
4652,1,2,37.75,51.21,53.16,NA,NA,NA
4653,2,3,67.4,NA,71.43,79.71,NA,90.92
4654,1,2,36.78,35.98,34.43,28.28,34.67,30
4655,1,NA,NA,NA,NA,67.58,65.64,67.39
4656,2,3,49.24,NA,NA,NA,NA,NA
4657,1,NA,NA,NA,NA,53.42,47.55,52.06
4658,2,NA,NA,NA,NA,73.64,NA,NA
4659,2,NA,NA,NA,NA,65.24,69.71,74.64
4660,2,3,52.21,NA,NA,NA,NA,NA
4661,2,3,60.28,62.73,63.07,67.87,67.51,NA
4662,1,2,57.33,65.31,65.55,67.75,66.51,70.95
4663,1,NA,NA,NA,NA,51.19,62.29,67.05
4664,2,NA,NA,NA,NA,71.52,75.6,NA
4665,1,3,60.82,67.39,76.13,75.89,77.2,NA
4666,2,1,54.06,50.07,67.62,68.72,69.63,NA
4667,2,3,64.14,NA,NA,NA,NA,NA
4668,2,2,68.79,73.11,77.15,79.94,82.8,93.74
4669,1,NA,NA,NA,NA,57.79,60.68,57.15
4670,1,NA,NA,NA,NA,43.44,NA,43.97
4671,1,NA,NA,NA,NA,68.5,NA,NA
4672,1,NA,NA,NA,NA,50.59,NA,60.92
4673,2,NA,44.25,NA,NA,NA,NA,NA
4674,2,1,58.31,NA,NA,NA,NA,NA
4675,1,NA,NA,NA,NA,64.2,63.73,64.97
4676,1,1,36.18,45.62,52.65,60.3,65.7,70.61
4677,1,NA,NA,NA,NA,54.65,60.14,64.87
4678,2,2,36.07,44.21,42.65,53.61,51.1,46.29
4679,2,3,56.48,58.59,73.41,75.44,83.25,81.22
4680,1,2,53.18,54.36,57.62,67.5,66.09,74.14
4681,2,NA,NA,NA,NA,50.02,56.14,NA
4682,1,2,44.51,36.61,NA,NA,NA,NA
4683,1,NA,NA,NA,NA,NA,NA,NA
4684,2,1,48.08,28.62,NA,38.62,35.51,NA
4685,2,2,58.9,69.89,71.42,77.65,78.88,NA
4686,2,NA,NA,NA,NA,51.03,63.09,65.97
4687,2,NA,NA,NA,NA,71.16,73.72,74.04
4688,2,NA,NA,NA,NA,64.02,70.85,NA
4689,1,NA,NA,NA,NA,67.42,70.14,71.66
4690,2,NA,38.28,39.56,37.66,39.16,35.59,34.02
4691,2,NA,NA,NA,NA,49.59,45.89,46.5
4692,2,NA,NA,NA,NA,53.49,50.38,50.76
4693,1,NA,NA,NA,NA,49.14,53.08,NA
4694,2,2,71.13,69.58,77.87,78.27,75.79,NA
4695,1,1,58.12,NA,NA,69.25,NA,65.59
4696,1,NA,NA,NA,NA,52.78,57.32,NA
4697,2,NA,NA,NA,NA,57.92,NA,NA
4698,1,NA,NA,NA,NA,66.04,71.13,73.18
4699,2,NA,NA,NA,NA,73.73,75.76,75.86
4700,2,NA,NA,NA,NA,51.07,NA,NA
4701,2,NA,NA,NA,NA,47.8,NA,NA
4702,2,1,40.46,39.19,NA,NA,NA,NA
4703,2,3,44.03,52.87,60.14,NA,60.77,59.84
4704,1,NA,NA,NA,NA,59.51,72.47,NA
4705,1,NA,NA,NA,NA,63.34,69.86,66.02
4706,1,NA,NA,NA,NA,54.05,51.08,NA
4707,2,NA,NA,NA,NA,61.39,59.99,67.86
4708,2,NA,NA,NA,NA,64.93,72.33,74.16
4709,1,2,56.59,65.22,NA,NA,NA,NA
4710,1,NA,NA,NA,NA,54.2,56.64,NA
4711,1,NA,NA,NA,NA,43.06,53.3,59.42
4712,1,3,64.53,73.4,72.58,75.99,NA,NA
4713,2,2,38.62,53.88,46.04,NA,NA,NA
4714,1,NA,NA,NA,NA,54.51,58.55,NA
4715,2,3,56.46,52.08,NA,NA,NA,NA
4716,2,2,45.36,NA,39.21,39.91,35.26,47.63
4717,2,2,45.34,NA,NA,NA,NA,NA
4718,2,NA,NA,NA,NA,70.39,NA,NA
4719,1,2,54.51,62.06,59.28,68.94,NA,NA
4720,2,NA,NA,NA,NA,55.4,NA,NA
4721,1,2,46.38,46.12,NA,NA,NA,57.84
4722,1,NA,NA,NA,NA,58.65,NA,NA
4723,2,3,52.41,62.9,65.83,67.54,63.57,65.85
4724,2,NA,NA,NA,NA,61.9,53.74,58.95
4725,1,1,54.33,47.51,59.97,60.63,61.63,63.56
4726,2,NA,NA,NA,NA,53.91,70.75,67.52
4727,2,NA,NA,NA,NA,68.24,NA,NA
4728,2,1,37.02,NA,54.76,50.45,63.3,NA
4729,1,NA,NA,NA,NA,43.19,NA,NA
4730,1,NA,NA,NA,NA,64.06,65.41,NA
4731,2,NA,NA,NA,NA,72.31,77.4,79.18
4732,1,2,41.75,46.98,37.39,59.21,NA,50.28
4733,2,1,53.25,49.54,44.96,43.53,61.11,60.24
4734,1,2,60.91,NA,NA,NA,NA,NA
4735,2,NA,NA,NA,NA,48.73,NA,58.76
4736,1,NA,NA,NA,NA,47.89,56.59,59.13
4737,2,3,58.44,64.56,62.46,64.84,73.97,NA
4738,1,3,39.23,31.08,38.33,NA,NA,NA
4739,1,NA,NA,NA,NA,55.54,73.72,71.71
4740,2,NA,NA,NA,NA,55.52,54.27,64.65
4741,1,NA,40.53,45.6,50.61,NA,NA,NA
4742,1,1,46.48,NA,49.49,56.49,NA,NA
4743,1,2,33.85,41.74,50.95,NA,NA,NA
4744,2,1,57.1,NA,NA,NA,NA,NA
4745,2,NA,NA,NA,NA,48.47,55.96,57.74
4746,1,NA,NA,NA,NA,62.7,59.08,NA
4747,2,2,41.98,45.55,62.2,NA,NA,73.72
4748,1,1,42.42,44.68,40.99,53.16,57.74,NA
4749,2,NA,NA,NA,NA,70.32,NA,NA
4750,1,NA,NA,NA,NA,56.87,65.8,65.16
4751,1,2,52.97,NA,NA,NA,NA,NA
4752,1,1,46.37,39.96,41.41,32.52,NA,NA
4753,1,3,42.8,43.03,48.69,57.32,51.06,NA
4754,1,1,47.58,38.83,NA,NA,NA,NA
4755,1,3,41.99,NA,NA,NA,NA,52.99
4756,2,NA,NA,NA,NA,47.23,58.27,64.66
4757,2,NA,NA,NA,NA,55.03,72.66,67.76
4758,1,1,50.95,NA,NA,NA,NA,NA
4759,1,NA,NA,NA,NA,84.62,NA,NA
4760,2,NA,34.66,36.15,NA,NA,NA,NA
4761,2,NA,NA,NA,NA,71.6,78.51,83.48
4762,1,2,67.89,63.35,68.56,73.78,76.23,80.61
4763,1,1,40.86,50.62,NA,59.46,NA,62.75
4764,2,NA,NA,NA,NA,61.88,63.86,NA
4765,1,NA,NA,NA,NA,58.25,62.87,67.83
4766,1,NA,NA,NA,NA,65.32,62.11,61.17
4767,1,NA,NA,NA,NA,53.94,60.4,NA
4768,1,2,53.65,NA,54.84,56.35,60.83,58.44
4769,1,NA,NA,NA,NA,60.12,NA,NA
4770,2,1,45.8,37.35,49.7,NA,43.56,37.45
4771,2,NA,NA,NA,NA,60.1,NA,NA
4772,2,NA,NA,NA,NA,56.43,64.28,NA
4773,2,1,31.2,44.16,41.86,48.59,NA,NA
4774,1,NA,NA,NA,NA,66.87,66.95,68.22
4775,2,NA,NA,NA,NA,NA,NA,NA
4776,1,1,56.17,59.25,62.27,68.24,69.05,NA
4777,2,NA,NA,NA,NA,44.3,64.58,66
4778,2,1,NA,33.8,33.96,30.91,NA,NA
4779,1,NA,NA,NA,NA,69.24,72.8,75.19
4780,1,NA,NA,NA,NA,71.53,71.63,74
4781,1,NA,NA,NA,NA,54.69,62.33,NA
4782,2,NA,NA,NA,NA,50.9,60.58,66.58
4783,2,NA,NA,NA,NA,74.86,78.82,77.57
4784,2,2,44.67,51.39,47.53,NA,NA,NA
4785,1,NA,NA,NA,NA,47.79,57.4,NA
4786,2,1,56.07,47.63,57.61,64.47,66.46,69.42
4787,1,2,63.74,63.2,NA,NA,NA,NA
4788,2,NA,NA,NA,NA,52.48,52.01,56.45
4789,2,NA,NA,NA,NA,68.29,72.23,72.92
4790,1,1,56.92,57.73,66.62,72.87,71.22,76.07
4791,2,NA,NA,NA,NA,45.43,60.85,54.71
4792,1,2,47.39,47.38,65.25,NA,NA,NA
4793,2,1,61.23,61.29,62.77,73.75,NA,NA
4794,2,1,43.44,41.2,NA,NA,NA,NA
4795,2,NA,NA,NA,NA,73.76,77.17,NA
4796,2,3,62.88,62.83,55.27,70.4,68.62,63.55
4797,1,NA,NA,NA,NA,50.07,NA,NA
4798,1,2,50.63,62,63.52,NA,NA,65.56
4799,1,1,36.95,52.75,50.75,51.91,NA,NA
4800,1,3,58.31,NA,NA,NA,NA,NA
4801,1,NA,NA,NA,NA,71.64,76.02,74.47
4802,1,2,65.09,70.24,65.12,68.41,67.95,NA
4803,1,NA,NA,NA,NA,59.88,NA,NA
4804,2,NA,NA,NA,NA,69.31,NA,NA
4805,1,NA,NA,NA,NA,50.8,56.97,61.38
4806,2,NA,NA,NA,NA,50.51,44.82,NA
