1	1	1	0	0	0	0	0	1	1	1	1	.	2	0	0	300.3784	0	104106
0	0	0	0	0	0	0	0	.	.	.	.	.	1	0	1	315.7277	0	104107
1	1	1	0	0	1	1	1	.	.	.	.	.	2	0	1	270.004	0	104108
.	.	.	.	.	.	.	.	0	0	0	0	.	1	1	0	477.3258	0	104109
1	0	1	1	1	1	0	0	.	.	.	.	.	1	0	1	292.7457	1	104110
.	.	.	.	.	.	.	.	.	.	.	.	.	1	0	1	600.3578	0	104111
.	.	.	.	.	.	.	.	.	.	.	.	.	1	0	1	268.8698	1	104112
.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	446.5709	1	104113
1	1	1	0	0	0	0	0	.	.	.	.	0	1	0	1	506.8576	0	104115
0	0	0	0	0	0	0	0	.	.	.	.	.	1	0	1	529.8341	0	104116
1	0	0	0	0	0	0	0	.	.	.	.	.	2	0	1	71.2601	0	104117
1	0	0	.	.	0	.	.	.	.	.	.	.	1	0	1	0	.	104118
0	0	0	0	0	0	0	0	.	.	.	.	.	1	0	1	278.0171	0	104119
0	0	0	0	0	1	0	0	.	.	.	.	0	1	0	1	151.7269	0	104122
1	0	1	0	0	1	0	.	.	.	.	.	.	2	0	1	465.6276	1	104123
.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	482.2785	0	104124
1	0	1	1	1	1	1	1	.	.	.	.	.	1	0	1	959.1675	0	104201
1	0	1	1	0	1	1	1	.	.	.	.	.	1	0	1	544.4807	1	104202
0	0	0	1	1	0	0	1	.	.	.	.	0	1	0	1	956.8857	0	104203
0	0	0	1	0	1	1	1	.	.	.	.	.	2	0	1	433.6806	1	104204
1	0	1	0	0	0	0	0	.	.	.	.	0	1	1	1	571.9873	1	104205
.	.	.	.	.	.	.	.	.	.	.	.	.	1	0	1	639.783	0	104206
1	0	1	1	1	1	1	1	.	.	.	.	.	2	0	1	524.41	0	104207
0	0	0	1	1	1	1	1	.	.	.	.	.	1	0	1	680.9357	0	104208
1	1	1	1	1	1	1	1	.	.	.	.	.	2	0	1	0	.	104209
1	1	1	1	1	0	1	1	.	.	.	.	.	2	0	1	0	.	104211
0	0	0	0	0	0	0	0	1	1	1	1	0	2	1	0	577.3228	0	104212
1	1	1	1	1	1	1	1	.	.	.	.	.	1	0	1	601.2986	0	104213
1	1	1	1	1	0	1	0	1	1	1	1	.	2	0	0	227.9999	0	104214
0	0	0	0	1	0	0	0	.	.	.	.	.	1	0	1	621.3693	1	104215
