KA46A,KA46H,KA46I,KA46K,KA46L,KA47A,KA47H,KA47I,KA47K,KA47L,AB39A,AB39H,AB39I,AB39K,AB39L,AB39M,AB39T,AB39U,AB39W,AB39X,GA32A,GA32H,GA32I,GA32K,GA32L,GA33A,GA33H,GA33I,GA33K,GA33L,STEM,STEMSUP,ENGINEER,MATHG8,SCIG8,MATHG11,SCIG11,FEMALE,MINORITY,MATHG7,MATHG10,MATHG12,CASENUM,CPROB1,CPROB2,CPROB3,CPROB4,N3
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,45.91,49.44,51.85,52.91,1,9999,44.84,60.06,35.71,1576,0,0.998,0.002,0,2
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,48.32,31.11,51.65,44.76,1,1,43.64,53.35,47.67,3898,0,0.998,0.002,0,2
1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,52.13,52.11,68.13,68.36,0,1,45.5,69.08,9999,2583,0.146,0,0.4,0.454,4
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58.53,55.38,70.36,67.85,0,1,55.23,65.87,60.07,6867,0,0.998,0.002,0,2
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,41.78,46.82,64.41,69.12,0,0,49.2,67.72,59.55,2488,0.997,0,0.003,0,1
1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,53.47,51.54,9999,9999,1,1,47.85,66.77,66.28,6046,0.124,0,0.744,0.132,3
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,9999,9999,9999,9999,0,9999,56.22,68.79,63.4,3892,0,0.998,0.002,0,2
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,9999,58.24,65.33,68.9,0,1,53.66,62.29,73.84,3311,0.997,0,0.003,0,1
1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,61.4,68.6,81,86.23,0,1,61.3,76.02,69.9,5252,0.685,0,0.298,0.017,1
1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,67.82,59.23,78.51,72.94,1,0,56.74,9999,83.83,2189,0.001,0,0.022,0.977,4
0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,9999,0,0,0,0,0,0,9999,9999,80.51,79.13,1,0,59.18,75.38,9999,4165,0,0.013,0.215,0.771,4
1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,9999,9999,86.84,70.76,1,0,63.11,79.66,84.56,3921,0.127,0,0.165,0.708,4
1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,9999,9999,1,1,0,1,1,1,0,1,0,9999,9999,70.87,67.27,1,0,60.05,64.59,68.86,2386,0,0.04,0.957,0.003,3
1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,9999,9999,9999,86.75,1,0,68.47,87.58,9999,6051,0.154,0,0.659,0.187,3
0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,9999,9999,63.96,9999,0,0,57.22,73.42,9999,1527,0,0.984,0.016,0.001,2
1,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,9999,9999,97.39,86.48,1,0,74.03,95.26,9999,4266,0.377,0.112,0.187,0.323,1
0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,9999,9999,9999,68.01,0,0,51.29,9999,9999,3805,0.848,0,0.138,0.014,1
0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,76.38,68.02,0,0,62.45,9999,72.2,3440,0.596,0,0.248,0.156,1
1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,9999,9999,89.91,59.74,1,0,65.53,79.92,9999,2352,0.001,0.002,0.144,0.853,4
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,9999,9999,75.08,73.89,0,1,55.85,74.62,74.75,1073,0.986,0,0.013,0,1
1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,9999,9999,9999,9999,0,0,61.04,76.09,9999,6030,0,0.096,0.879,0.026,3
1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,9999,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,9999,9999,65.39,46.59,1,0,51.69,66.85,65.68,3740,0.69,0,0.162,0.148,1
1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,9999,9999,91.36,85.14,0,0,66.67,91.56,94.37,1835,0,0.482,0.466,0.052,2
0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,9999,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,9999,9999,62.9,65.94,1,0,59.14,60.61,9999,2643,0,0.046,0.88,0.074,3
1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,9999,1,0,0,0,0,0,0,0,0,9999,9999,58.38,46.87,1,0,38.42,62.81,9999,6041,0.997,0,0.003,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,9999,9999,80.32,81.74,0,0,67.02,77.93,89.76,5370,0.997,0,0.003,0,1
1,1,1,1,1,9999,9999,9999,9999,9999,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,50.15,48.57,52.68,51.89,1,0,39.49,47.29,57.17,5771,0.654,0,0.031,0.315,1
0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,78.21,76.02,1,0,56.66,72.64,74.1,6262,0,0.983,0.014,0.003,2
1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,62.85,55.44,9999,9999,1,0,59.09,72.6,9999,6655,0.12,0,0.112,0.769,4
1,1,0,1,0,0,0,0,0,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,0,1,0,0,0,0,0,0,0,0,0,0,54.46,51.46,57.93,9999,0,1,38.75,9999,9999,5519,0,0.388,0.054,0.558,4
1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,55.47,49.21,74.9,9999,0,1,49.16,69.09,70.34,4640,0,0.962,0.035,0.003,2
1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,61.05,57.8,72.15,72.24,0,1,58.05,9999,9999,2045,0.973,0,0.023,0.004,1
0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58.15,59.72,67.8,63.06,1,0,47.48,67.58,70.03,4356,0,0.998,0.002,0,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,9999,9999,97.39,84.68,0,0,70.08,86.12,94.56,6151,0.997,0,0.003,0,1
1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,54.42,54.1,9999,58.55,0,1,53.8,65.45,65.93,3059,0.006,0.001,0.223,0.77,4
1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,61.16,45.36,72.31,61.8,0,0,53.51,64.41,9999,3847,0,0.001,0.006,0.993,4
0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,55.27,67.18,70.12,9999,1,0,58.44,68.33,9999,1618,0.407,0,0.421,0.171,3
0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,1,0,47.77,46.12,9999,9999,1,0,36.42,9999,44.33,4721,0,0.037,0.018,0.945,4
0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,71.61,71.82,87.65,76.41,1,0,67.85,79.18,9999,3206,0.872,0,0.117,0.011,1
1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,62.73,66.88,9999,9999,1,0,61.58,72.95,9999,2510,0.031,0,0.467,0.503,4
0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,57.57,46.64,65.26,62.24,1,0,51.15,58.39,9999,6442,0.04,0,0.617,0.343,3
0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,53.43,59.68,9999,66.52,1,0,49.28,9999,9999,4475,0.013,0,0.18,0.806,4
1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,73.76,59.05,97.39,76.67,0,0,52.72,95.26,9999,4148,0.563,0,0.205,0.232,1
0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,63.63,57.83,76.09,68.83,1,0,58.14,68.01,79.68,3169,0,0.563,0.037,0.4,2
0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9999,9999,61.2,67.37,1,0,48.37,60.75,65.52,3398,0,0.201,0.647,0.152,3
1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,41.45,41.65,60.84,47.66,1,0,42.76,54.99,45.28,2168,0,0.001,0.006,0.993,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,55.46,57.43,75.33,71.46,1,0,55.83,71.43,72.37,5360,0.997,0,0.003,0,1
0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,60.17,53.24,57.3,47.21,0,0,36.39,9999,9999,4090,0,0.009,0.99,0.001,3
1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,9999,48.53,85.33,68.98,1,0,67.63,90.55,88.69,3208,0.001,0,0.022,0.977,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,66.79,65.75,82.88,80.46,0,0,53.28,79.94,89.66,6527,0.997,0,0.003,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,62.81,58.59,83.9,83.25,0,0,58.51,84.76,85.5,4679,0.997,0,0.003,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,9999,60.55,80.97,75.82,0,0,58.22,75.43,71.35,3984,0,0.998,0.002,0,2
1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,70.78,61.84,85.65,71.99,1,0,63.45,80.82,84.67,3477,0.127,0,0.165,0.708,4
1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,63.31,61.56,75.82,75.24,1,1,58.21,72.03,78.39,4221,0,0.07,0.161,0.769,4
0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,53.32,46.08,9999,50.3,1,0,48.97,79.73,9999,2157,0,0.003,0.013,0.984,4
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,52.42,52.26,9999,53.62,0,0,45.52,9999,9999,6594,0,0.998,0.002,0,2
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,9999,1,0,0,0,0,0,0,1,0,54.84,9999,77.67,64.58,0,0,61.52,75.48,80.8,2117,0,0.998,0.002,0,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,71.1,74.07,80.33,80.75,0,0,73.01,86.61,9999,1877,0.997,0,0.003,0,1
0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,62.17,63.26,78.52,70.02,0,0,59.47,71.98,83.35,2548,0.001,0.001,0.991,0.007,3
1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,82.04,75.24,88.24,79.76,0,0,68.37,86.69,9999,1140,0.997,0,0.003,0,1
1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,61.63,57.54,83.05,60.55,1,0,58.25,76.67,75.85,5465,0.659,0,0.331,0.011,1
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9999,0,0,0,41.62,9999,38.57,50.65,0,9999,36.6,55.14,31.03,6541,0,0.998,0.002,0,2
0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,47.83,47.58,68.11,62.85,0,1,46.27,69.75,9999,4463,0,0.983,0.014,0.003,2
1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,9999,44.69,75.82,65.16,1,0,53.46,71.02,76.44,3012,0.001,0.002,0.144,0.853,4
1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,81.82,76.51,91.37,80.89,1,0,69.14,82.97,86.89,3097,0.997,0,0.003,0,1
1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,67.38,72.71,85.93,83.65,0,0,61.44,85.59,90.54,2502,0.659,0,0.331,0.011,1
0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,58.7,62.34,72.72,67.25,0,1,58.32,68.89,9999,6759,0.097,0,0.356,0.548,4
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,80.48,78.84,91.71,85.79,0,0,85.07,85.8,9999,1560,0.987,0,0.011,0.002,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,68.56,73.75,87.8,78.65,0,0,67.22,85.29,89.93,6549,0.997,0,0.003,0,1
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,60.22,58.1,62.14,65.38,0,1,57.68,69.57,9999,5780,0,0.998,0.002,0,2
9999,9999,9999,9999,9999,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,9999,0,1,0,1,0,9999,45.48,73.33,64.86,1,0,53.96,68.17,68.42,3687,0.125,0.003,0.765,0.107,3
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,9999,0,0,74.21,89.66,9999,6363,0,0.998,0.002,0,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,71.46,62.93,82.5,72.38,1,0,64.85,81.59,90.56,6026,0.997,0,0.003,0,1
1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,40.08,49.89,74.29,71.97,0,0,39.85,67.35,73.15,6787,0.997,0,0.003,0,1
1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,75.82,69.13,91.45,80.76,0,0,71.32,80.19,89.34,2559,0,0.38,0.433,0.187,3
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,60.16,68.68,73.55,76.71,0,0,54.74,74.92,75.87,4581,0.997,0,0.003,0,1
0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,67.15,59.41,77.76,64.74,0,0,61.41,72.86,81.36,2750,0.043,0,0.214,0.743,4
1,1,1,1,1,1,1,1,1,1,1,1,1,9999,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,69.59,66.49,94.31,81.96,0,0,60.45,90.19,99.3,4029,0.997,0,0.003,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9999,1,1,0,0,0,54.46,49.2,74.03,58.2,1,0,50,74.53,68.58,3511,0.997,0,0.003,0,1
1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,63.77,67.34,75.41,69,0,0,56.95,68.19,77.97,2810,0.997,0,0.003,0,1
1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,71.85,71.22,94.78,82.85,1,0,65.2,80.83,93.95,3494,0.997,0,0.003,0,1
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,47.2,45.75,63.17,44.4,1,0,38.38,56.13,59.07,3090,0,0.998,0.002,0,2
1,1,1,1,1,1,0,0,0,0,1,1,1,1,9999,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,9999,9999,74.51,72.46,0,1,50.21,73.02,71.72,4159,0.001,0,0.022,0.977,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,76.59,63.86,86.4,78.46,1,0,70.27,80.88,94.55,5450,0.997,0,0.003,0,1
1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,73.19,76.51,89.21,85.37,0,0,68.85,84.23,95.57,2918,0.997,0,0.003,0,1
1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,76.16,75.4,94.31,82.85,0,0,71.01,90.01,96.39,1190,0,0.001,0.006,0.993,4
1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,9999,0,1,1,1,1,1,1,1,1,0,1,0,0,0,45.31,49.56,67.76,59.83,1,0,43.87,58.35,74.88,2329,0.997,0,0.003,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,9999,9999,80.95,70.36,0,0,50.34,70.13,9999,1988,0.997,0,0.003,0,1
0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,62.16,60.19,69.42,61.09,1,0,53.38,67.84,9999,3135,0,0,0.999,0,3
0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,58.47,61.1,9999,9999,1,0,54.4,64.15,9999,5109,0,0.634,0.364,0.002,2
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,68.66,61.35,82.61,80.9,1,0,60.57,72.76,94.55,5785,0.997,0,0.003,0,1
0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,53.76,61.23,9999,9999,1,1,53.18,65.36,57.35,5218,0.002,0.005,0.753,0.24,3
0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,58.11,68.54,83.36,79.26,0,0,53.27,76.25,92.95,4397,0,0.198,0.792,0.01,3
0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,60.49,60.47,9999,9999,0,0,52.43,9999,9999,5832,0.001,0.001,0.991,0.007,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,74.77,75.05,82.35,82.55,0,0,67.27,81.29,88.15,2243,0.997,0,0.003,0,1
1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,69.56,70,93.44,82.85,1,0,64.18,74.68,92.45,4094,0.649,0,0.132,0.219,1
1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,9999,9999,68.03,61.37,1,0,53.1,64.15,68.86,5891,0,0.001,0.006,0.993,4
0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,9999,55.41,9999,57.56,1,0,49.05,35.96,42.21,3559,0,0.563,0.037,0.4,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,54.23,59.02,87.22,72.12,0,0,53.72,69.84,9999,4884,0.997,0,0.003,0,1
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,43.91,34.07,9999,45.79,0,0,49.42,9999,37.18,3721,0,0.998,0.002,0,2
0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,9999,0,0,0,56.84,49.77,9999,43.58,1,0,49.74,64.53,9999,6006,0.002,0.001,0.068,0.929,4
1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,50.51,49.25,62.65,58.97,1,0,36.92,52.42,9999,6184,0.659,0,0.331,0.011,1
1,1,1,1,1,9999,9999,9999,9999,9999,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,54.34,56.84,62.43,9999,1,0,51.3,62.26,65.14,3433,0.654,0,0.031,0.315,1
1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,73.69,63.88,93.11,64.3,1,0,63.05,81.74,87.44,4063,0,0.945,0.017,0.037,2
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,62.01,67.43,9999,9999,0,0,56.61,69.16,9999,4507,0,0.998,0.002,0,2
1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,1,1,1,1,1,1,1,1,0,0,0,62.65,65.07,84.21,69.63,0,0,62.16,72.94,87.27,3219,0.997,0,0.003,0,1
0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,1,0,52.82,9999,9999,2694,0.038,0,0.933,0.029,3
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,1,0,52.53,9999,9999,3013,0,0.995,0.004,0.001,2
1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,0,0,41.49,9999,9999,2665,0,0.001,0.006,0.993,4
1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,0,0,59.14,9999,9999,4167,0,0.741,0.229,0.03,2
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,0,0,50.05,9999,9999,5047,0.997,0,0.003,0,1
0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,1,0,67.4,9999,9999,6535,0,0.015,0.975,0.01,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,1,9999,9999,9999,9999,0,0,69.79,9999,9999,3342,0.997,0,0.003,0,1
1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,1,0,64.01,9999,9999,6860,0,0.138,0.349,0.513,4
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,1,0,9999,9999,9999,9999,1,0,61.64,9999,9999,1016,0.862,0,0.137,0.001,1
1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,1,9999,9999,9999,9999,0,0,56.93,9999,9999,6221,0.649,0,0.132,0.219,1
1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,0,0,51.95,9999,9999,4835,0,0.954,0.031,0.015,2
