AB39A,AB39H,AB39I,AB39K,AB39L,AB39M,AB39T,AB39U,AB39W,AB39X,GA32A,GA32H,GA32I,GA32K,GA32L,GA33A,GA33H,GA33I,GA33K,GA33L,KA46A,KA46H,KA46I,KA46K,KA46L,KA47A,KA47H,KA47I,KA47K,KA47L,STEM,STEMSUP,ENGINEER,MATHG8,SCIG8,MATHG11,SCIG11,FEMALE,MINORITY,MATHG7,MATHG10,MATHG12,CASENUM,CPROB1,CPROB2,CPROB3,CPROB4,N1,N2,N3
1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.15,53.46,55.62,55.6,1,0,42.23,59.33,45.5,2321,0,0,0.005,0.995,4,2,2
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,63.31,67.88,80.44,73.23,1,0,60.53,9999,9999,6091,0,0.997,0.003,0.001,2,4,9999
1,1,9999,1,9999,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,1,1,1,0,0,0,0,0,0,0,0,57.83,46.6,71.84,9999,1,0,62.03,63.49,9999,3442,0,0.012,0.011,0.978,4,9999,4
1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,77.78,66.99,97.39,75.7,1,0,71.91,88.87,91.45,1452,0,0.004,0.007,0.989,4,1,4
1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,1,1,1,0,0,0,0,0,0,0,0,48.86,45.8,47.91,37.98,1,0,41.4,9999,50.3,4928,0.997,0,0.003,0,1,9999,4
1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,0,63.06,9999,80.25,77.25,0,0,67.51,75.57,9999,1686,0,0.057,0.911,0.032,3,1,9999
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.99,9999,9999,9999,0,0,66.67,85.73,9999,3322,0.997,0,0.003,0,1,4,2
1,1,1,1,1,0,0,0,9999,0,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,54.91,54.34,57.54,62.95,0,0,57.42,65.09,9999,6164,0,0,0.007,0.992,4,1,9999
1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,54.94,50.64,9999,64.25,0,0,60.57,52.07,9999,1480,0,0.112,0.029,0.859,4,1,4
1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,44.56,64.02,9999,67.64,0,0,52.08,65.12,64.51,3207,0.851,0,0.077,0.072,1,1,9999
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,64.68,77.87,71.92,1,0,73.33,74.52,9999,4295,0,0.997,0.003,0.001,2,4,9999
1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,45.92,61.33,9999,59.28,1,0,50.39,57.35,9999,6817,0,0,0.005,0.995,4,4,9999
1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,56.73,51.48,71.02,54.97,1,0,52.03,68.25,9999,4225,0,0,0.005,0.995,4,2,2
1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,64.26,62.26,85.34,76.53,0,0,50.78,78.34,87.43,4124,0,0,0.005,0.995,4,3,1
1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,9999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,72.58,72.12,90.03,81.93,0,0,67.21,82.67,99.3,3061,0.001,0,0.018,0.981,4,1,1
1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,72.35,67.22,88.33,79.11,0,0,58.54,85.55,88.62,6798,0.002,0,0.021,0.976,4,1,1
1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,53.88,58.73,9999,53.2,1,0,48.74,53.72,9999,1550,0.001,0,0.018,0.981,4,3,3
1,9999,1,1,1,0,0,1,1,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,1,1,1,0,0,0,0,0,0,0,0,46.05,53.69,9999,9999,1,0,46.07,9999,9999,3584,0.08,0,0.134,0.787,4,9999,4
1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,58.44,54.04,9999,9999,1,0,42.1,55.14,9999,3122,0,0.008,0.03,0.961,4,2,2
1,1,1,1,1,1,0,0,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,65.69,66.3,9999,9999,1,0,54.19,9999,9999,2424,0.053,0,0.089,0.858,4,9999,9999
1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,61.36,57.36,68.28,9999,1,0,62.62,71.76,9999,2066,0,0.033,0.437,0.53,4,4,1
1,1,1,1,1,0,1,1,1,1,0,0,9999,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,53.58,60.71,9999,9999,1,0,57.9,63.21,9999,3656,0.989,0,0.009,0.002,1,2,9999
1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,61.56,62.27,63.6,68.78,1,0,59.76,67.87,9999,4182,0.156,0,0.357,0.486,4,3,1
0,0,0,0,0,1,9999,9999,1,0,1,1,1,1,1,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,40.7,9999,68.03,58.84,1,0,48.43,66.77,9999,2471,0,0.25,0.748,0.002,3,4,9999
1,1,1,1,1,1,9999,9999,9999,9999,0,1,1,0,1,0,0,1,1,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,55.31,56.94,9999,66,1,0,58.26,9999,9999,3244,0.806,0,0.025,0.17,1,3,9999
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,60.67,60.79,74.16,65.97,1,0,58.55,64.02,9999,6546,0.997,0,0.003,0,1,1,3
1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,60.46,66.29,83.53,72.89,1,0,64.5,75.31,9999,1804,0,0,0.005,0.995,4,1,9999
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,57.54,62.95,86.45,76.21,0,0,53.6,82,9999,6000,0.997,0,0.003,0,1,1,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,79.13,68.95,88.35,79.89,1,0,73.65,83.71,93.02,1944,0.997,0,0.003,0,1,1,1
1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,58.58,65.27,79.07,77.59,0,0,53.61,75.37,9999,3539,0.015,0,0.218,0.767,4,1,9999
0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9999,9999,68.8,65.4,1,0,59.15,67.5,9999,4337,0,0.001,0.011,0.988,4,3,2
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,0,64.41,68.56,78.18,74.77,0,0,64.81,71.56,81.63,5890,0.997,0,0.003,0,1,3,9999
1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,9999,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,77.61,70.32,89.87,80.55,0,0,66.83,84.31,89.21,3776,0.309,0,0.69,0.001,3,1,1
1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,76.63,68.39,89.96,79.57,0,0,71.56,80.8,89.81,2598,0.969,0,0.025,0.006,1,1,1
1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,79.27,74.67,87.61,87.31,0,0,74.01,85.1,90.83,1431,0.381,0,0.604,0.015,3,3,1
1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,76.74,74.46,95.35,91.17,0,0,71.19,77.58,9999,6109,0.029,0,0.075,0.897,4,2,3
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,80.28,70.21,88.55,81.34,1,1,72.35,78.1,87.92,5448,0.997,0,0.003,0,1,3,3
0,1,1,1,1,0,1,1,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,1,0,1,1,1,1,0,1,0,0,0,64.48,9999,9999,9999,1,0,61.83,9999,9999,4734,0.639,0,0.255,0.106,1,9999,1
1,1,1,0,1,1,1,1,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,76.85,60.73,9999,9999,1,0,71.79,9999,9999,1995,0.697,0,0.292,0.011,1,9999,9999
1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,81.65,68.25,86.11,78.31,1,0,67.21,81.43,9999,2014,0,0.009,0.173,0.818,4,3,3
1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,80.43,69.58,74.13,72.77,1,0,67.82,80.38,85.2,6360,0.001,0,0.018,0.981,4,4,4
1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,84.7,71.99,88.28,80.28,1,0,74.19,88.48,9999,4365,0.697,0,0.292,0.011,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,67.1,67.55,9999,9999,1,0,69.51,78.66,82.25,4163,0.997,0,0.003,0,1,3,1
1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,67.88,62.96,9999,9999,0,0,60.66,9999,9999,2540,0.997,0,0.003,0,1,9999,9999
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,66.45,62.94,74.35,75.61,1,0,62.29,73.62,79.59,5538,0.997,0,0.003,0,1,4,1
1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,9999,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,1,0,69.93,58.61,9999,74.05,1,1,64.54,71.86,9999,6432,0.001,0,0.018,0.981,4,1,9999
1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,62.67,54.74,80.2,76.24,0,0,56.33,77.74,82.8,5263,0.008,0,0.344,0.647,4,2,3
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,63.11,63.17,9999,59.15,0,0,53.34,69.3,71.93,3470,0.962,0,0.03,0.008,1,4,4
1,1,1,1,1,0,0,9999,0,0,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,1,0,51.24,46.06,9999,9999,0,0,42.65,59.7,9999,2053,0.001,0,0.009,0.99,4,1,9999
1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,61.47,52.3,87.37,66.6,0,0,53.18,70.94,85.52,4824,0.997,0,0.003,0,1,1,3
0,0,0,0,0,1,0,0,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,60.2,41.06,9999,9999,0,1,37.21,9999,9999,1705,0,0.554,0.442,0.004,2,9999,9999
1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,70.06,61.74,66.73,70.78,1,0,62.91,70.71,74.42,5888,0.976,0,0.019,0.004,1,1,3
1,9999,9999,9999,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,64.2,58.11,9999,9999,1,1,55.86,9999,9999,5022,0.012,0.002,0.948,0.038,3,2,9999
1,1,1,1,1,1,1,1,1,1,1,1,9999,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,70.99,70.46,75.42,68.92,1,0,61.65,69.27,72.01,3250,0.997,0,0.003,0,1,1,1
1,1,1,1,1,1,1,1,9999,1,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,61.32,69.79,72.68,76,1,0,51.41,62.17,9999,2106,0.993,0,0.006,0.001,1,1,9999
1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,56.96,54.16,9999,52.41,0,0,57.96,59.2,68.57,1820,0,0.661,0.201,0.138,2,4,3
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,62.19,62.77,9999,64.6,0,0,58.33,74.42,79.91,3730,0.976,0,0.019,0.004,1,4,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,57.05,50.05,65.75,62.39,1,0,57.77,57.85,61.64,3044,0.997,0,0.003,0,1,4,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,0,9999,9999,9999,9999,1,0,51.54,9999,9999,2977,0.997,0,0.003,0,1,1,9999
1,1,1,0,0,0,0,1,9999,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,53.5,53.02,9999,9999,1,0,54.42,9999,63.26,4949,0,0.033,0.673,0.294,3,4,4
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,65.9,60.85,73.79,74.77,0,0,53.57,9999,9999,1916,0.997,0,0.003,0,1,2,9999
0,1,1,1,0,1,1,9999,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,0,9999,38.57,9999,9999,1404,0.051,0.001,0.88,0.068,3,9999,9999
1,9999,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,43.82,44.53,9999,43.54,1,0,40.16,9999,57.77,1864,0.775,0,0.109,0.116,1,1,1
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,52.25,46.08,9999,9999,1,0,46.52,9999,9999,1436,0.989,0,0.011,0,1,1,9999
0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,47.28,59.19,9999,9999,1,0,49.19,9999,9999,5857,0,0.036,0.31,0.654,4,1,9999
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,65.43,68.4,9999,76.69,0,0,59.11,74.87,74.06,3018,0.997,0,0.003,0,1,1,1
1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,0,1,47.8,9999,9999,3577,0.997,0,0.003,0,1,9999,9999
1,1,0,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,59.05,58.56,9999,9999,1,0,54.66,9999,9999,3844,0.033,0,0.967,0,3,9999,9999
1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,0,81.58,74.94,88.98,86.36,0,0,81.21,95.26,9999,5618,0.969,0,0.025,0.006,1,1,9999
0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,63.54,71.05,9999,9999,1,0,56.4,73.27,9999,2573,0.438,0,0.378,0.184,1,1,9999
1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,74.1,72.79,9999,9999,1,0,70.89,82.28,9999,4030,0.142,0,0.708,0.15,3,3,3
0,0,0,1,1,1,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,51.06,53.44,9999,9999,1,0,39.23,9999,9999,2453,0,0.172,0.186,0.642,4,9999,9999
1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,51.51,46.93,9999,9999,1,0,9999,53.38,9999,3743,0.816,0,0.089,0.094,1,1,9999
1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,76.09,73.4,9999,9999,1,0,66.48,77.01,9999,4712,0.057,0,0.774,0.169,3,1,9999
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,9999,59.72,70.3,62.64,1,0,56.62,67.71,64.62,1386,0,0,0.005,0.995,4,2,4
1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,47.54,35.89,9999,9999,1,0,47.05,9999,9999,5684,0,0.075,0.838,0.087,3,1,9999
0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,62.58,64.57,9999,9999,0,0,56.55,9999,9999,3843,0,0.992,0.006,0.002,2,2,4
0,1,1,0,1,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,67.53,64.51,9999,9999,0,0,68.4,9999,9999,5198,0,0.041,0.063,0.896,4,9999,9999
1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,9999,9999,75.43,75.44,1,0,58.42,75.02,77.1,5397,0.962,0,0.03,0.008,1,3,3
0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,42.89,55.3,61.54,51.22,1,1,45.93,55.83,65,6902,0,0.997,0.003,0.001,2,4,3
0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,65.22,61.52,81.11,70.53,0,0,61.07,75.9,81.12,6862,0.001,0,0.047,0.952,4,4,4
1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,40.16,45.26,69.51,65.77,0,0,54.64,69.06,69.13,6873,0,0.991,0.007,0.003,2,1,4
1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,44.56,31.73,9999,9999,1,1,44.95,41.76,52.25,2793,0.017,0,0.797,0.186,3,1,3
0,1,0,0,1,0,0,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,1,1,1,1,0,0,1,0,0,0,0,0,56.57,63.3,9999,9999,0,1,52.79,9999,67.62,2806,0,0.055,0.298,0.648,4,9999,4
0,0,0,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,41.35,58.19,9999,9999,0,0,44.31,9999,9999,1933,0,0,0.999,0,3,9999,9999
0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,60.75,66.02,9999,9999,0,0,52.43,9999,9999,3341,0.146,0,0.846,0.008,3,4,2
1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,52.85,60.66,9999,9999,0,0,54.33,61.74,9999,5224,0.764,0,0.204,0.031,1,1,9999
0,0,0,1,1,1,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,0,1,0,1,0,0,1,0,0,0,0,0,53.56,61.49,9999,9999,1,1,50.31,9999,73.48,6680,0,0.172,0.186,0.642,4,9999,4
1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,0,0,64.32,9999,59.2,6892,0.72,0,0.214,0.066,1,2,9999
1,1,1,1,1,1,0,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,1,1,0,0,1,1,1,0,1,0,0,0,44.55,43.02,9999,9999,1,1,47.44,9999,65.04,3051,0.029,0,0.075,0.897,4,9999,3
1,0,0,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,48.23,9999,60.77,68.64,0,0,48.1,9999,9999,2224,0,0.991,0.007,0.003,2,9999,9999
1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,1,1,41.12,56.63,9999,6304,0,0,0.005,0.995,4,2,9999
1,0,1,1,1,0,0,0,0,0,1,1,1,9999,9999,9999,9999,9999,9999,9999,0,1,1,0,1,0,1,1,0,1,0,0,0,44.88,9999,59.44,65.34,0,0,53.81,70.62,9999,4120,0,0.01,0.023,0.967,4,1,3
1,0,0,0,9999,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,56.16,59.22,70.03,68.65,1,1,46.49,60.63,70.58,4439,0,0.964,0.011,0.025,2,1,1
1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9999,1,1,0,0,0,65.77,67.78,77.96,76.89,0,0,56.97,73.01,78.62,2763,0.381,0,0.604,0.015,3,1,1
1,1,1,1,1,0,0,1,1,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,9999,9999,9999,9999,0,0,47.1,9999,9999,1756,0.093,0,0.088,0.819,4,9999,9999
1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,0,0,0,45.05,57.27,67.54,63,1,1,51.07,60.91,67.17,2023,0.417,0,0.494,0.089,3,1,1
1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,71.61,76.89,9999,9999,0,0,66.47,74.84,9999,6578,0.997,0,0.003,0,1,4,9999
0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,50.61,56.33,9999,9999,1,0,40.53,9999,9999,2232,0.415,0,0.31,0.275,1,3,9999
1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9999,37.35,9999,43.56,0,0,51.85,9999,9999,4770,0.965,0,0.034,0.001,1,2,2
1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,64.05,58.13,9999,9999,1,1,63.07,75.27,9999,3839,0,0.011,0.807,0.182,3,4,2
1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,46.86,9999,9999,9999,1,0,46.09,55.39,9999,3420,0.583,0,0.177,0.24,1,2,3
1,0,0,1,1,0,1,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,1,0,1,1,1,1,1,0,1,0,0,0,9999,62,9999,9999,1,0,55.8,9999,65,4798,0,0.024,0.227,0.75,4,9999,1
0,9999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,39.72,38.85,45.4,56.22,0,0,9999,42.9,9999,1586,0,0.897,0.023,0.08,2,2,9999
1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,58.53,51.77,61.34,9999,1,0,47.43,56.81,9999,4631,0.004,0,0.978,0.018,3,3,9999
1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,55.49,59.25,9999,9999,1,0,55.81,62.27,9999,4379,0.053,0,0.089,0.858,4,2,9999
0,1,9999,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,40.18,44.34,9999,47.63,1,0,43.19,9999,9999,5640,0.347,0,0.457,0.196,3,2,1
1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0,0,0,60.06,61.1,9999,9999,1,1,62.46,9999,9999,1060,0,0.001,0.027,0.972,4,4,9999
1,0,0,1,1,1,0,0,1,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,1,0,1,0,0,0,0,0,0,0,0,0,0,50.4,49.45,9999,63.48,1,0,46.47,9999,9999,3608,0.02,0,0.761,0.219,3,9999,2
